"Country or Area","Year","Area","Sex","National and/or ethnic group","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Total","Male","Filipino","Census - de jure - complete tabulation","Final figure, complete","2017","96648","1"
"Australia","2016","Total","Male","Finnish","Census - de jure - complete tabulation","Final figure, complete","2017","5182","1"
"Australia","2016","Total","Male","French","Census - de jure - complete tabulation","Final figure, complete","2017","25222","1"
"Australia","2016","Total","Male","Frisian","Census - de jure - complete tabulation","Final figure, complete","2017","109","1"
"Australia","2016","Total","Male","Georgian","Census - de jure - complete tabulation","Final figure, complete","2017","228","1"
"Australia","2016","Total","Male","German","Census - de jure - complete tabulation","Final figure, complete","2017","219160","1"
"Australia","2016","Total","Male","Ghanaian","Census - de jure - complete tabulation","Final figure, complete","2017","2382","1"
"Australia","2016","Total","Male","Gibraltarian","Census - de jure - complete tabulation","Final figure, complete","2017","42","1"
"Australia","2016","Total","Male","Greek","Census - de jure - complete tabulation","Final figure, complete","2017","147780","1"
"Australia","2016","Total","Male","Guyanese","Census - de jure - complete tabulation","Final figure, complete","2017","139","1"
"Australia","2016","Total","Male","Hawaiian","Census - de jure - complete tabulation","Final figure, complete","2017","58","1"
"Australia","2016","Total","Male","Hispanic","Census - de jure - complete tabulation","Final figure, complete","2017","1087","1"
"Australia","2016","Total","Male","Hmong","Census - de jure - complete tabulation","Final figure, complete","2017","1567","1"
"Australia","2016","Total","Male","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2017","19742","1"
"Australia","2016","Total","Male","Hutu","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Total","Male","Icelandic","Census - de jure - complete tabulation","Final figure, complete","2017","241","1"
"Australia","2016","Total","Male","Indian","Census - de jure - complete tabulation","Final figure, complete","2017","287476","1"
"Australia","2016","Total","Male","Indian Tamil","Census - de jure - complete tabulation","Final figure, complete","2017","262","1"
"Australia","2016","Total","Male","Indonesian","Census - de jure - complete tabulation","Final figure, complete","2017","16504","1"
"Australia","2016","Total","Male","Iranian","Census - de jure - complete tabulation","Final figure, complete","2017","29900","1"
"Australia","2016","Total","Male","Iraqi","Census - de jure - complete tabulation","Final figure, complete","2017","19561","1"
"Australia","2016","Total","Male","Irish","Census - de jure - complete tabulation","Final figure, complete","2017","610659","1"
"Australia","2016","Total","Male","Italian","Census - de jure - complete tabulation","Final figure, complete","2017","382162","1"
"Australia","2016","Total","Male","Jamaican","Census - de jure - complete tabulation","Final figure, complete","2017","525","1"
"Australia","2016","Total","Male","Japanese","Census - de jure - complete tabulation","Final figure, complete","2017","13669","1"
"Australia","2016","Total","Male","Javanese","Census - de jure - complete tabulation","Final figure, complete","2017","392","1"
"Australia","2016","Total","Male","Jewish","Census - de jure - complete tabulation","Final figure, complete","2017","6616","1"
"Australia","2016","Total","Male","Karen","Census - de jure - complete tabulation","Final figure, complete","2017","4457","1"
"Australia","2016","Total","Male","Kadazan","Census - de jure - complete tabulation","Final figure, complete","2017","62","1"
"Australia","2016","Total","Male","Kazak","Census - de jure - complete tabulation","Final figure, complete","2017","133","1"
"Australia","2016","Total","Male","Kenyan","Census - de jure - complete tabulation","Final figure, complete","2017","2171","1"
"Australia","2016","Total","Male","Kiribati","Census - de jure - complete tabulation","Final figure, complete","2017","142","1"
"Australia","2016","Total","Male","Korean","Census - de jure - complete tabulation","Final figure, complete","2017","53861","1"
"Australia","2016","Total","Male","Kunama","Census - de jure - complete tabulation","Final figure, complete","2017","10","1"
"Australia","2016","Total","Male","Kurd","Census - de jure - complete tabulation","Final figure, complete","2017","4948","1"
"Australia","2016","Total","Male","Kyrgyz","Census - de jure - complete tabulation","Final figure, complete","2017","56","1"
"Australia","2016","Total","Male","Latvian","Census - de jure - complete tabulation","Final figure, complete","2017","4170","1"
"Australia","2016","Total","Male","Lebanese","Census - de jure - complete tabulation","Final figure, complete","2017","92421","1"
"Australia","2016","Total","Male","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2017","3569","1"
"Australia","2016","Total","Male","Luxembourg","Census - de jure - complete tabulation","Final figure, complete","2017","45","1"
"Australia","2016","Total","Male","Macedonian","Census - de jure - complete tabulation","Final figure, complete","2017","39949","1"
"Australia","2016","Total","Male","Madi","Census - de jure - complete tabulation","Final figure, complete","2017","128","1"
"Australia","2016","Total","Male","Malay","Census - de jure - complete tabulation","Final figure, complete","2017","11336","1"
"Australia","2016","Total","Male","Maltese","Census - de jure - complete tabulation","Final figure, complete","2017","48255","1"
"Australia","2016","Total","Male","New Zealand Maori","Census - de jure - complete tabulation","Final figure, complete","2017","31916","1"
"Australia","2016","Total","Male","Masai","Census - de jure - complete tabulation","Final figure, complete","2017","12","1"
"Australia","2016","Total","Male","Mauritian","Census - de jure - complete tabulation","Final figure, complete","2017","9129","1"
"Australia","2016","Total","Male","Mon","Census - de jure - complete tabulation","Final figure, complete","2017","156","1"
"Australia","2016","Total","Male","Mongol","Census - de jure - complete tabulation","Final figure, complete","2017","1352","1"
"Australia","2016","Total","Male","Montenegrian","Census - de jure - complete tabulation","Final figure, complete","2017","687","1"
"Australia","2016","Total","Male","Moroccan","Census - de jure - complete tabulation","Final figure, complete","2017","1013","1"
"Australia","2016","Total","Male","Nauru","Census - de jure - complete tabulation","Final figure, complete","2017","138","1"
"Australia","2016","Total","Male","New Zealand","Census - de jure - complete tabulation","Final figure, complete","2017","37544","1"
"Australia","2016","Total","Male","Nigerian","Census - de jure - complete tabulation","Final figure, complete","2017","2895","1"
"Australia","2016","Total","Male","Niuean","Census - de jure - complete tabulation","Final figure, complete","2017","1170","1"
"Australia","2016","Total","Male","Norwegian","Census - de jure - complete tabulation","Final figure, complete","2017","3240","1"
"Australia","2016","Total","Male","Nubian","Census - de jure - complete tabulation","Final figure, complete","2017","38","1"
"Australia","2016","Total","Male","Ogaden","Census - de jure - complete tabulation","Final figure, complete","2017","7","1"
"Australia","2016","Total","Male","Oromo","Census - de jure - complete tabulation","Final figure, complete","2017","834","1"
"Australia","2016","Total","Male","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","33010","1"
"Australia","2016","Total","Male","Palestinian","Census - de jure - complete tabulation","Final figure, complete","2017","5310","1"
"Australia","2016","Total","Male","Polish","Census - de jure - complete tabulation","Final figure, complete","2017","47024","1"
"Australia","2016","Total","Male","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2017","18260","1"
"Australia","2016","Total","Male","Romanian","Census - de jure - complete tabulation","Final figure, complete","2017","8574","1"
"Australia","2016","Total","Male","Russian","Census - de jure - complete tabulation","Final figure, complete","2017","21351","1"
"Australia","2016","Total","Male","Samoan","Census - de jure - complete tabulation","Final figure, complete","2017","25184","1"
"Australia","2016","Total","Male","Scottish","Census - de jure - complete tabulation","Final figure, complete","2017","458216","1"
"Australia","2016","Total","Male","Serbian","Census - de jure - complete tabulation","Final figure, complete","2017","29110","1"
"Australia","2016","Total","Male","Seychellois","Census - de jure - complete tabulation","Final figure, complete","2017","741","1"
"Australia","2016","Total","Male","Sikh","Census - de jure - complete tabulation","Final figure, complete","2017","8115","1"
"Australia","2016","Total","Male","Sinhalese","Census - de jure - complete tabulation","Final figure, complete","2017","8527","1"
"Australia","2016","Total","Male","Slovak","Census - de jure - complete tabulation","Final figure, complete","2017","3534","1"
"Australia","2016","Total","Male","Slovenian","Census - de jure - complete tabulation","Final figure, complete","2017","4788","1"
"Australia","2016","Total","Male","Somalie","Census - de jure - complete tabulation","Final figure, complete","2017","7276","1"
"Australia","2016","Total","Male","South African","Census - de jure - complete tabulation","Final figure, complete","2017","34695","1"
"Australia","2016","Total","Male","Spanish","Census - de jure - complete tabulation","Final figure, complete","2017","28088","1"
"Australia","2016","Total","Male","Sudanese","Census - de jure - complete tabulation","Final figure, complete","2017","8115","1"
"Australia","2016","Total","Male","Swaziland","Census - de jure - complete tabulation","Final figure, complete","2017","32","1"
"Australia","2016","Total","Male","Swedish","Census - de jure - complete tabulation","Final figure, complete","2017","5544","1"
"Australia","2016","Total","Male","Swiss","Census - de jure - complete tabulation","Final figure, complete","2017","6691","1"
"Australia","2016","Total","Male","Syrian","Census - de jure - complete tabulation","Final figure, complete","2017","7098","1"
"Australia","2016","Total","Male","Tahitian","Census - de jure - complete tabulation","Final figure, complete","2017","129","1"
"Australia","2016","Total","Male","Tajik","Census - de jure - complete tabulation","Final figure, complete","2017","186","1"
"Australia","2016","Total","Male","Tanzanian","Census - de jure - complete tabulation","Final figure, complete","2017","308","1"
"Australia","2016","Total","Male","Tatar","Census - de jure - complete tabulation","Final figure, complete","2017","147","1"
"Australia","2016","Total","Male","Thai","Census - de jure - complete tabulation","Final figure, complete","2017","14436","1"
"Australia","2016","Total","Male","Tibetan","Census - de jure - complete tabulation","Final figure, complete","2017","848","1"
"Australia","2016","Total","Male","Tigray","Census - de jure - complete tabulation","Final figure, complete","2017","97","1"
"Australia","2016","Total","Male","Tigre","Census - de jure - complete tabulation","Final figure, complete","2017","21","1"
"Australia","2016","Total","Male","Tokelauan","Census - de jure - complete tabulation","Final figure, complete","2017","684","1"
"Australia","2016","Total","Male","Tongan","Census - de jure - complete tabulation","Final figure, complete","2017","10791","1"
"Australia","2016","Total","Male","Torres Strait Islander","Census - de jure - complete tabulation","Final figure, complete","2017","3559","1"
"Australia","2016","Total","Male","Trinidad and Tobago","Census - de jure - complete tabulation","Final figure, complete","2017","150","1"
"Australia","2016","Total","Male","Tunisian","Census - de jure - complete tabulation","Final figure, complete","2017","230","1"
"Australia","2016","Total","Male","Turkmenian","Census - de jure - complete tabulation","Final figure, complete","2017","176","1"
"Australia","2016","Total","Male","Turkish","Census - de jure - complete tabulation","Final figure, complete","2017","31067","1"
"Australia","2016","Total","Male","Tuvaluan","Census - de jure - complete tabulation","Final figure, complete","2017","156","1"
"Australia","2016","Total","Male","Ugandan","Census - de jure - complete tabulation","Final figure, complete","2017","535","1"
"Australia","2016","Total","Male","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2017","10861","1"
"Australia","2016","Total","Male","Uruguayan","Census - de jure - complete tabulation","Final figure, complete","2017","2254","1"
"Australia","2016","Total","Male","Uzbek","Census - de jure - complete tabulation","Final figure, complete","2017","429","1"
"Australia","2016","Total","Male","Venezuelan","Census - de jure - complete tabulation","Final figure, complete","2017","1387","1"
"Australia","2016","Total","Male","Vietnamese","Census - de jure - complete tabulation","Final figure, complete","2017","117235","1"
"Australia","2016","Total","Male","Vlach","Census - de jure - complete tabulation","Final figure, complete","2017","20","1"
"Australia","2016","Total","Male","Yemeni","Census - de jure - complete tabulation","Final figure, complete","2017","255","1"
"Australia","2016","Total","Male","Yoruba","Census - de jure - complete tabulation","Final figure, complete","2017","378","1"
"Australia","2016","Total","Male","Zimbabwean","Census - de jure - complete tabulation","Final figure, complete","2017","5855","1"
"Australia","2016","Total","Male","Zulu","Census - de jure - complete tabulation","Final figure, complete","2017","109","1"
"Australia","2016","Total","Male","French Canadian","Census - de jure - complete tabulation","Final figure, complete","2017","333","1"
"Australia","2016","Total","Male","Akan","Census - de jure - complete tabulation","Final figure, complete","2017","102","1"
"Australia","2016","Total","Male","Algerian","Census - de jure - complete tabulation","Final figure, complete","2017","651","1"
"Australia","2016","Total","Male","Argentinean","Census - de jure - complete tabulation","Final figure, complete","2017","2939","1"
"Australia","2016","Total","Male","Berber","Census - de jure - complete tabulation","Final figure, complete","2017","129","1"
"Australia","2016","Total","Male","Bermudian","Census - de jure - complete tabulation","Final figure, complete","2017","36","1"
"Australia","2016","Total","Male","Bolivian","Census - de jure - complete tabulation","Final figure, complete","2017","281","1"
"Australia","2016","Total","Male","Bosnian","Census - de jure - complete tabulation","Final figure, complete","2017","9511","1"
"Australia","2016","Total","Male","Chilean","Census - de jure - complete tabulation","Final figure, complete","2017","11549","1"
"Australia","2016","Total","Male","Colombian","Census - de jure - complete tabulation","Final figure, complete","2017","6800","1"
"Australia","2016","Total","Male","Costa Rican","Census - de jure - complete tabulation","Final figure, complete","2017","99","1"
"Australia","2016","Total","Male","Cypriot","Census - de jure - complete tabulation","Final figure, complete","2017","9417","1"
"Australia","2016","Total","Male","Ecuadorian","Census - de jure - complete tabulation","Final figure, complete","2017","714","1"
"Australia","2016","Total","Male","Eritrean","Census - de jure - complete tabulation","Final figure, complete","2017","2980","1"
"Australia","2016","Total","Male","Flemish","Census - de jure - complete tabulation","Final figure, complete","2017","177","1"
"Australia","2016","Total","Male","Guatemalan","Census - de jure - complete tabulation","Final figure, complete","2017","95","1"
"Australia","2016","Total","Male","Gujarati","Census - de jure - complete tabulation","Final figure, complete","2017","811","1"
"Australia","2016","Total","Male","Jordanian","Census - de jure - complete tabulation","Final figure, complete","2017","2237","1"
"Australia","2016","Total","Male","Kashmiri","Census - de jure - complete tabulation","Final figure, complete","2017","254","1"
"Australia","2016","Total","Male","Khmer","Census - de jure - complete tabulation","Final figure, complete","2017","15600","1"
"Australia","2016","Total","Male","Kuwaiti","Census - de jure - complete tabulation","Final figure, complete","2017","643","1"
"Australia","2016","Total","Male","Lao","Census - de jure - complete tabulation","Final figure, complete","2017","5282","1"
"Australia","2016","Total","Male","Liberian","Census - de jure - complete tabulation","Final figure, complete","2017","1076","1"
"Australia","2016","Total","Male","Libyan","Census - de jure - complete tabulation","Final figure, complete","2017","502","1"
"Australia","2016","Total","Male","Madura","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","Maya","Census - de jure - complete tabulation","Final figure, complete","2017","86","1"
"Australia","2016","Total","Male","Mexican","Census - de jure - complete tabulation","Final figure, complete","2017","2174","1"
"Australia","2016","Total","Male","Moldovan","Census - de jure - complete tabulation","Final figure, complete","2017","192","1"
"Australia","2016","Total","Male","Nepalese","Census - de jure - complete tabulation","Final figure, complete","2017","32085","1"
"Australia","2016","Total","Male","Nicaraguan","Census - de jure - complete tabulation","Final figure, complete","2017","195","1"
"Australia","2016","Total","Male","Paraguayan","Census - de jure - complete tabulation","Final figure, complete","2017","97","1"
"Australia","2016","Total","Male","Peruvian","Census - de jure - complete tabulation","Final figure, complete","2017","3279","1"
"Australia","2016","Total","Male","Puerto Rican","Census - de jure - complete tabulation","Final figure, complete","2017","79","1"
"Australia","2016","Total","Male","Punjabi","Census - de jure - complete tabulation","Final figure, complete","2017","11971","1"
"Australia","2016","Total","Male","Romani (Gypsy)","Census - de jure - complete tabulation","Final figure, complete","2017","143","1"
"Australia","2016","Total","Male","Salvadoran","Census - de jure - complete tabulation","Final figure, complete","2017","3157","1"
"Australia","2016","Total","Male","Saudi Arabian","Census - de jure - complete tabulation","Final figure, complete","2017","2253","1"
"Australia","2016","Total","Male","Senegalese","Census - de jure - complete tabulation","Final figure, complete","2017","87","1"
"Australia","2016","Total","Male","Sierra Leonean","Census - de jure - complete tabulation","Final figure, complete","2017","921","1"
"Australia","2016","Total","Male","Sri Lankan","Census - de jure - complete tabulation","Final figure, complete","2017","47092","1"
"Australia","2016","Total","Male","Sri Lanka Tamil","Census - de jure - complete tabulation","Final figure, complete","2017","4045","1"
"Australia","2016","Total","Male","Taiwanese","Census - de jure - complete tabulation","Final figure, complete","2017","6093","1"
"Australia","2016","Total","Male","Tamil","Census - de jure - complete tabulation","Final figure, complete","2017","8699","1"
"Australia","2016","Total","Male","Uighur","Census - de jure - complete tabulation","Final figure, complete","2017","466","1"
"Australia","2016","Total","Male","Rwandan","Census - de jure - complete tabulation","Final figure, complete","2017","469","1"
"Australia","2016","Total","Male","Togolese","Census - de jure - complete tabulation","Final figure, complete","2017","159","1"
"Australia","2016","Total","Male","Angolan","Census - de jure - complete tabulation","Final figure, complete","2017","80","1"
"Australia","2016","Total","Male","Burundian","Census - de jure - complete tabulation","Final figure, complete","2017","1632","1"
"Australia","2016","Total","Male","Cameroonian","Census - de jure - complete tabulation","Final figure, complete","2017","146","1"
"Australia","2016","Total","Male","Ivoirean","Census - de jure - complete tabulation","Final figure, complete","2017","56","1"
"Australia","2016","Total","Male","Congo","Census - de jure - complete tabulation","Final figure, complete","2017","2759","1"
"Australia","2016","Total","Male","Zambian","Census - de jure - complete tabulation","Final figure, complete","2017","690","1"
"Australia","2016","Total","Male","African American","Census - de jure - complete tabulation","Final figure, complete","2017","724","1"
"Australia","2016","Total","Male","Australian Aboriginal","Census - de jure - complete tabulation","Final figure, complete","2017","44450","1"
"Australia","2016","Total","Male","British NEC","Census - de jure - complete tabulation","Final figure, complete","2017","55","1"
"Australia","2016","Total","Male","Fijian Indian/Indo-Fijian","Census - de jure - complete tabulation","Final figure, complete","2017","4848","1"
"Australia","2016","Total","Male","Manx","Census - de jure - complete tabulation","Final figure, complete","2017","338","1"
"Australia","2016","Total","Male","Omani","Census - de jure - complete tabulation","Final figure, complete","2017","264","1"
"Australia","2016","Total","Male","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2017","841752","1"
"Australia","2016","Total","Male","Welsh","Census - de jure - complete tabulation","Final figure, complete","2017","22457","1"
"Australia","2016","Total","Male","Acholi","Census - de jure - complete tabulation","Final figure, complete","2017","65","1"
"Australia","2016","Total","Male","Oceania, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","2904","1"
"Australia","2016","Total","Male","Papua New Guinean","Census - de jure - complete tabulation","Final figure, complete","2017","3586","1"
"Australia","2016","Total","Male","Micronesian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","19","1"
"Australia","2016","Total","Male","Polynesian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","777","1"
"Australia","2016","Total","Male","British, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","2405","1"
"Australia","2016","Total","Male","Arab, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","18667","1"
"Australia","2016","Total","Male","Chinese Asian, nec (incl. Hui, Manchu, Yi)","Census - de jure - complete tabulation","Final figure, complete","2017","143","1"
"Australia","2016","Total","Male","Sub-saharan African, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","77","1"
"Australia","2016","Total","Male","Inadequately described","Census - de jure - complete tabulation","Final figure, complete","2017","20332","1"
"Australia","2016","Total","Male","Australian South Sea Islander","Census - de jure - complete tabulation","Final figure, complete","2017","1651","1"
"Australia","2016","Total","Male","New Caledonian","Census - de jure - complete tabulation","Final figure, complete","2017","37","1"
"Australia","2016","Total","Male","Ni-Vanuatu","Census - de jure - complete tabulation","Final figure, complete","2017","195","1"
"Australia","2016","Total","Male","Solomon Islander","Census - de jure - complete tabulation","Final figure, complete","2017","342","1"
"Australia","2016","Total","Male","Melanesian and Papuan, nec (incl. Bisorio, Bougainvillian, Huli)","Census - de jure - complete tabulation","Final figure, complete","2017","20","1"
"Australia","2016","Total","Male","Micronesian, nec (incl. Marianas Islander, Marshallese, Palauan)","Census - de jure - complete tabulation","Final figure, complete","2017","38","1"
"Australia","2016","Total","Male","North-West European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","347","1"
"Australia","2016","Total","Male","Polynesian, nec (incl. Hawaiian, Pitcairn Islander, Tahitian)","Census - de jure - complete tabulation","Final figure, complete","2017","77","1"
"Australia","2016","Total","Male","Western European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","35","1"
"Australia","2016","Total","Male","Western European, nec (incl. Alsatian, Frisian, Luxembourgish)","Census - de jure - complete tabulation","Final figure, complete","2017","39","1"
"Australia","2016","Total","Male","North European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","1152","1"
"Australia","2016","Total","Male","North European, nec (incl. Faeroese, Greenlandic, Saami)","Census - de jure - complete tabulation","Final figure, complete","2017","67","1"
"Australia","2016","Total","Male","Southern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","26","1"
"Australia","2016","Total","Male","Catalan","Census - de jure - complete tabulation","Final figure, complete","2017","101","1"
"Australia","2016","Total","Male","Southern European, nec (incl. Andorran, Galician, Ladin)","Census - de jure - complete tabulation","Final figure, complete","2017","10","1"
"Australia","2016","Total","Male","South Eastern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","8676","1"
"Australia","2016","Total","Male","South Eastern European, nec (incl. Aromani, Karakachani, Vlach)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Male","Eastern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","2321","1"
"Australia","2016","Total","Male","Eastern European, nec (incl. Adygei, Khanty, Sorb/Wend)","Census - de jure - complete tabulation","Final figure, complete","2017","183","1"
"Australia","2016","Total","Male","North African and Middle Eastern, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","3205","1"
"Australia","2016","Total","Male","Arab, nec (incl. Baggara, Bedouin, Yemeni)","Census - de jure - complete tabulation","Final figure, complete","2017","304","1"
"Australia","2016","Total","Male","Other North African and Middle Eastern, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","74","1"
"Australia","2016","Total","Male","Assyrian/ Chaldean","Census - de jure - complete tabulation","Final figure, complete","2017","13273","1"
"Australia","2016","Total","Male","Coptic","Census - de jure - complete tabulation","Final figure, complete","2017","581","1"
"Australia","2016","Total","Male","Other North African and Middle Eastern, nec (incl. Azande, Beja, Nubian)","Census - de jure - complete tabulation","Final figure, complete","2017","2997","1"
"Australia","2016","Total","Male","South-East Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","450","1"
"Australia","2016","Total","Male","Mainland South-East Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","22","1"
"Australia","2016","Total","Male","Anglo-Burmese","Census - de jure - complete tabulation","Final figure, complete","2017","203","1"
"Australia","2016","Total","Male","Mainland South-East Asian, nec (incl. Arakanese, Karen, Mon)","Census - de jure - complete tabulation","Final figure, complete","2017","413","1"
"Australia","2016","Total","Male","Timorese","Census - de jure - complete tabulation","Final figure, complete","2017","2324","1"
"Australia","2016","Total","Male","Maritime South-East Asian, nec (incl. Balinese, Irian Jayan, Sumatran)","Census - de jure - complete tabulation","Final figure, complete","2017","334","1"
"Australia","2016","Total","Male","Other North-East Asian, nec (incl. Ainu, Menba, Xiareba)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","Southern and Central Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","71","1"
"Australia","2016","Total","Male","Southern Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","7284","1"
"Australia","2016","Total","Male","Anglo-Indian","Census - de jure - complete tabulation","Final figure, complete","2017","4061","1"
"Australia","2016","Total","Male","Malayali","Census - de jure - complete tabulation","Final figure, complete","2017","550","1"
"Australia","2016","Total","Male","Southern Asian, nec (incl. Bhote, Kashmiri, Sherpa)","Census - de jure - complete tabulation","Final figure, complete","2017","720","1"
"Australia","2016","Total","Male","Central Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","57","1"
"Australia","2016","Total","Male","Pathan","Census - de jure - complete tabulation","Final figure, complete","2017","1060","1"
"Australia","2016","Total","Male","Central Asian, nec (incl. Azerbaijani, Chechen, Tatar)","Census - de jure - complete tabulation","Final figure, complete","2017","41","1"
"Australia","2016","Total","Male","People of the Americas, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","2348","1"
"Australia","2016","Total","Male","North American, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","106","1"
"Australia","2016","Total","Male","Native North American Indian","Census - de jure - complete tabulation","Final figure, complete","2017","536","1"
"Australia","2016","Total","Male","North American, nec (incl. Bermudan, Inuit, Metis)","Census - de jure - complete tabulation","Final figure, complete","2017","35","1"
"Australia","2016","Total","Male","South American, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","3014","1"
"Australia","2016","Total","Male","South American, nec (incl. Arawak, Carib, Surinamese)","Census - de jure - complete tabulation","Final figure, complete","2017","232","1"
"Australia","2016","Total","Male","Central American, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","187","1"
"Australia","2016","Total","Male","Central American, nec (incl. Belizean, Costa Rican, Mayan)","Census - de jure - complete tabulation","Final figure, complete","2017","90","1"
"Australia","2016","Total","Male","Carribbean Islander, nec (incl.Bahamian, Haitian, Puerto Rican)","Census - de jure - complete tabulation","Final figure, complete","2017","187","1"
"Australia","2016","Total","Male","Central and West Africa, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","121","1"
"Australia","2016","Total","Male","Fulani","Census - de jure - complete tabulation","Final figure, complete","2017","60","1"
"Australia","2016","Total","Male","Central and West Africa, nec (incl. Fang, Kongo, Liberian)","Census - de jure - complete tabulation","Final figure, complete","2017","805","1"
"Australia","2016","Total","Male","Southern and East African, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","148","1"
"Australia","2016","Total","Male","Afrikaner","Census - de jure - complete tabulation","Final figure, complete","2017","1369","1"
"Australia","2016","Total","Male","Malawian","Census - de jure - complete tabulation","Final figure, complete","2017","166","1"
"Australia","2016","Total","Male","Mozambican","Census - de jure - complete tabulation","Final figure, complete","2017","92","1"
"Australia","2016","Total","Male","Namibian","Census - de jure - complete tabulation","Final figure, complete","2017","73","1"
"Australia","2016","Total","Male","Southern and East African, nec (incl. Afar, Tutsi, Zulu)","Census - de jure - complete tabulation","Final figure, complete","2017","538","1"
"Australia","2016","Total","Male","New Zealand Peoples, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","11","1"
"Australia","2016","Total","Male","Melanesian and Papuan, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","278","1"
"Australia","2016","Total","Male","Southern and Eastern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","1004","1"
"Australia","2016","Total","Male","Caribbean, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","469","1"
"Australia","2016","Total","Male","Sundanese","Census - de jure - complete tabulation","Final figure, complete","2017","42","1"
"Australia","2016","Total","Male","Azeris","Census - de jure - complete tabulation","Final figure, complete","2017","339","1"
"Australia","2016","Total","Male","Bahraini","Census - de jure - complete tabulation","Final figure, complete","2017","82","1"
"Australia","2016","Total","Male","Peoples of the Sudan, nec","Census - de jure - complete tabulation","Final figure, complete","2017","25","1"
"Australia","2016","Total","Male","Peoples of the Sudan, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","962","1"
"Australia","2016","Total","Male","South Sudanese","Census - de jure - complete tabulation","Final figure, complete","2017","4980","1"
"Australia","2016","Total","Male","Pitcairn Islander","Census - de jure - complete tabulation","Final figure, complete","2017","219","1"
"Australia","2016","Total","Male","Gio","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Total","Male","Krahn","Census - de jure - complete tabulation","Final figure, complete","2017","10","1"
"Australia","2016","Total","Male","Acehnese","Census - de jure - complete tabulation","Final figure, complete","2017","61","1"
"Australia","2016","Total","Male","African, so described","Census - de jure - complete tabulation","Final figure, complete","2017","16081","1"
"Australia","2016","Total","Male","Asian, so described","Census - de jure - complete tabulation","Final figure, complete","2017","7038","1"
"Australia","2016","Total","Male","Australian peoples, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","202","1"
"Australia","2016","Total","Male","Balinese","Census - de jure - complete tabulation","Final figure, complete","2017","209","1"
"Australia","2016","Total","Male","Barbadian","Census - de jure - complete tabulation","Final figure, complete","2017","76","1"
"Australia","2016","Total","Male","Batswana","Census - de jure - complete tabulation","Final figure, complete","2017","182","1"
"Australia","2016","Total","Male","Bruneian","Census - de jure - complete tabulation","Final figure, complete","2017","49","1"
"Australia","2016","Total","Male","Caucasian, so described","Census - de jure - complete tabulation","Final figure, complete","2017","192","1"
"Australia","2016","Total","Male","Channel Islander","Census - de jure - complete tabulation","Final figure, complete","2017","197","1"
"Australia","2016","Total","Male","Creole, so described","Census - de jure - complete tabulation","Final figure, complete","2017","145","1"
"Australia","2016","Total","Male","Dinka","Census - de jure - complete tabulation","Final figure, complete","2017","683","1"
"Australia","2016","Total","Male","Eurasian, so described","Census - de jure - complete tabulation","Final figure, complete","2017","1200","1"
